replicate,rank,top-100 model,top-100 acquired
1,0,0.04,0.02
1,1,0.07,0.03
1,2,0.1,0.04
1,3,0.1,0.07
1,4,0.14,0.08
1,5,0.15,0.1
2,0,0.02,0.02
2,1,0.03,0.02
2,2,0.08,0.02
2,3,0.08,0.04
2,4,0.11,0.06
2,5,0.08,0.07
3,0,0.07,0.0
3,1,0.08,0.03
3,2,0.07,0.04
3,3,0.13,0.05
3,4,0.13,0.09
3,5,0.12,0.11
4,0,0.04,0.0
4,1,0.09,0.01
4,2,0.09,0.04
4,3,0.08,0.06
4,4,0.12,0.07
4,5,0.11,0.08
5,0,0.05,0.03
5,1,0.13,0.04
5,2,0.12,0.08
5,3,0.15,0.11
5,4,0.23,0.14
5,5,0.23,0.18
