replicate,rank,top-100 model,top-100 acquired
1,0,0.04,0.02
1,1,0.09,0.03
1,2,0.21,0.05
1,3,0.26,0.12
1,4,0.27,0.13
1,5,0.28,0.19
2,0,0.17,0.02
2,1,0.22,0.05
2,2,0.24,0.1
2,3,0.23,0.19
2,4,0.25,0.19
2,5,0.33,0.21
3,0,0.07,0.0
3,1,0.02,0.01
3,2,0.13,0.01
3,3,0.14,0.03
3,4,0.16,0.06
3,5,0.2,0.1
4,0,0.08,0.0
4,1,0.21,0.03
4,2,0.26,0.1
4,3,0.21,0.15
4,4,0.24,0.18
4,5,0.3,0.21
5,0,0.16,0.03
5,1,0.25,0.11
5,2,0.18,0.12
5,3,0.23,0.15
5,4,0.21,0.17
5,5,0.26,0.18
