,ids,SMILES
0,Z2002363111,CC[C@](O)(C(=O)N1CCC(C(=O)N2CCOCC2)CC1)c1cccc(Cl)c1
1,Z2002363111,CC[C@@](O)(C(=O)N1CCC(C(=O)N2CCOCC2)CC1)c1cccc(Cl)c1
2,Z2068103262,CC[C@](NC(=O)Cc1c(C)nn(C)c1C)(C(=O)[O-])c1ccc(Cl)cc1
3,Z2068103262,CC[C@@](NC(=O)Cc1c(C)nn(C)c1C)(C(=O)[O-])c1ccc(Cl)cc1
4,Z1983120562,COc1cc(S(=O)(=O)N[C@H](C)[C@@H]2CCOC2)c(Cl)cc1C(=O)[O-]
5,Z1983120562,COc1cc(S(=O)(=O)N[C@@H](C)[C@@H]2CCOC2)c(Cl)cc1C(=O)[O-]
6,Z1983120562,COc1cc(S(=O)(=O)N[C@H](C)[C@H]2CCOC2)c(Cl)cc1C(=O)[O-]
7,Z1983120562,COc1cc(S(=O)(=O)N[C@@H](C)[C@H]2CCOC2)c(Cl)cc1C(=O)[O-]
8,Z2384671295,N#Cc1cnc(NC[C@@H]2CC[C@H](c3nc(C4CC4)n[nH]3)O2)c(F)c1
9,Z2384671295,N#Cc1cnc(NC[C@H]2CC[C@H](c3nc(C4CC4)n[nH]3)O2)c(F)c1
10,Z2384671295,N#Cc1cnc(NC[C@@H]2CC[C@@H](c3nc(C4CC4)n[nH]3)O2)c(F)c1
11,Z2384671295,N#Cc1cnc(NC[C@H]2CC[C@@H](c3nc(C4CC4)n[nH]3)O2)c(F)c1
12,Z2596770048,O=C(N1C[C@H]2COC[C@]2(C(=O)[O-])C1)C1(C2CC2)CCOCC1
13,Z2596770048,O=C(N1C[C@H]2COC[C@@]2(C(=O)[O-])C1)C1(C2CC2)CCOCC1
14,Z2596770048,O=C(N1C[C@@H]2COC[C@]2(C(=O)[O-])C1)C1(C2CC2)CCOCC1
15,Z2596770048,O=C(N1C[C@@H]2COC[C@@]2(C(=O)[O-])C1)C1(C2CC2)CCOCC1
16,Z3074709836,CC1CC(NS(=O)(=O)c2cc(F)ccc2NCC(=O)N(C)C)C1
17,Z3414205316,CC(=O)N1CC2(C1)[C@H](C(=O)N1CCc3ccccc3C1)CCS2(=O)=O
18,Z3414205316,CC(=O)N1CC2(C1)[C@@H](C(=O)N1CCc3ccccc3C1)CCS2(=O)=O
19,Z2219009435,CC(C)[C@@H]1CN(S(=O)(=O)c2cnn(C(C)C)c2)CCCO1
20,Z2219009435,CC(C)[C@H]1CN(S(=O)(=O)c2cnn(C(C)C)c2)CCCO1
21,Z2219356001,C[NH+]1CCC[C@]2(CC[NH+](CC(=O)Nc3ccc4c(c3)CCC4)C2)C1
22,Z2219356001,C[NH+]1CCC[C@@]2(CC[NH+](CC(=O)Nc3ccc4c(c3)CCC4)C2)C1
23,Z2090480435,Cc1ccc(CC(=O)N2CCN(c3snc(C)c3C#N)CC2)cc1
24,Z1192056447,CCCN(C[C@@H]1COc2ccccc2O1)c1ncnc2c1ncn2C
25,Z1192056447,CCCN(C[C@H]1COc2ccccc2O1)c1ncnc2c1ncn2C
26,Z2621967794,Nc1ncnc2c1ncn2CCC(=O)N[C@@H]1COc2ccccc2C1
27,Z2621967794,Nc1ncnc2c1ncn2CCC(=O)N[C@H]1COc2ccccc2C1
28,Z1032471986,CC(C)(C)c1ncc(NC(=O)N2CCOCC2)cn1
29,Z1510958660,CCn1nc(C(C)C)cc1C(=O)N[C@@H]1CCOC(C)(C)C1
30,Z1510958660,CCn1nc(C(C)C)cc1C(=O)N[C@H]1CCOC(C)(C)C1
31,Z646436336,Brc1cccc(C2(CNc3ncccn3)CCOCC2)c1
32,Z2159285518,CCOc1cnc(-c2noc(C3CCN(S(=O)(=O)NC)CC3)n2)cn1
33,Z2936916959,Cc1cc(C2OCCO2)c(C)cc1C[NH2+][C@@H]1CCOC(C)(C)C1
34,Z2936916959,Cc1cc(C2OCCO2)c(C)cc1C[NH2+][C@H]1CCOC(C)(C)C1
35,Z2945948375,Cc1nc([C@@H]2CCN(C(=O)Nc3ccc(C(=O)N(C)C)cc3)C2)no1
36,Z2945948375,Cc1nc([C@H]2CCN(C(=O)Nc3ccc(C(=O)N(C)C)cc3)C2)no1
37,Z3217386639,CCOc1ccc([C@H](CO)N(C)S(=O)(=O)c2cccc3cnccc23)cc1
38,Z3217386639,CCOc1ccc([C@@H](CO)N(C)S(=O)(=O)c2cccc3cnccc23)cc1
39,Z953549560,Cc1csc(=O)n1CCC(=O)N1CCC(CCN2CCOCC2)CC1
40,Z743389612,O=C([C@@H]1CC(c2ccccc2)=[NH+]O1)N1CCC[C@@H]1c1cccnc1
41,Z743389612,O=C([C@H]1CC(c2ccccc2)=[NH+]O1)N1CCC[C@@H]1c1cccnc1
42,Z743389612,O=C([C@@H]1CC(c2ccccc2)=[NH+]O1)N1CCC[C@H]1c1cccnc1
43,Z743389612,O=C([C@H]1CC(c2ccccc2)=[NH+]O1)N1CCC[C@H]1c1cccnc1
44,Z2438455621,Cn1cc(N2CCN(C(=O)C3C[C@H]4CCC[C@@H](C3)C4[NH3+])CC2)cn1
45,Z2438455621,Cn1cc(N2CCN(C(=O)C3C[C@H]4CCC[C@H](C3)C4[NH3+])CC2)cn1
46,Z2438455621,Cn1cc(N2CCN(C(=O)C3C[C@@H]4CCC[C@@H](C3)C4[NH3+])CC2)cn1
47,Z2438455621,Cn1cc(N2CCN(C(=O)C3C[C@H]4CCC[C@@H](C3)C4[NH3+])CC2)cn1
48,Z1262261742,O=C(Cn1c(=O)sc2ccccc21)N1CCN(C(=O)C2CC2)CC1
49,Z1866425631,CO[C@](C)(C(=O)NC1CC[NH+](C[C@@H]2CCOC2)CC1)c1ccccc1F
50,Z1866425631,CO[C@@](C)(C(=O)NC1CC[NH+](C[C@@H]2CCOC2)CC1)c1ccccc1F
51,Z1866425631,CO[C@](C)(C(=O)NC1CC[NH+](C[C@H]2CCOC2)CC1)c1ccccc1F
52,Z1866425631,CO[C@@](C)(C(=O)NC1CC[NH+](C[C@H]2CCOC2)CC1)c1ccccc1F
53,Z2505086307,Cn1cc([C@@H]2CN(CCC(C)(C)C3CC3)C[C@@H]2[NH3+])cn1
54,Z2505086307,Cn1cc([C@H]2CN(CCC(C)(C)C3CC3)C[C@@H]2[NH3+])cn1
55,Z2505086307,Cn1cc([C@@H]2CN(CCC(C)(C)C3CC3)C[C@H]2[NH3+])cn1
56,Z2505086307,Cn1cc([C@H]2CN(CCC(C)(C)C3CC3)C[C@H]2[NH3+])cn1
57,Z1508059393,Cc1c(NC[C@@H]2CCCN2S(C)(=O)=O)nn2c(C(F)(F)F)nnc2c1C
58,Z1508059393,Cc1c(NC[C@H]2CCCN2S(C)(=O)=O)nn2c(C(F)(F)F)nnc2c1C
59,Z1511646403,Cc1ccc(-c2cc(C(=O)NC3(CO)CC3)[nH]n2)cc1
60,Z2032948545,CC(=O)N1CCC(CNC(=O)c2cc[nH]c2C2CC2)CC1
61,Z2202195851,CC(C)[C@@H]1CCCN(C(=O)NCc2cc3ccccc3n(C)c2=O)C1
62,Z2202195851,CC(C)[C@H]1CCCN(C(=O)NCc2cc3ccccc3n(C)c2=O)C1
63,Z826943764,CC[NH+]1CCC(CNc2ncnc3ccccc23)CC1
64,Z908578626,O=C1CCN(C(=O)[C@@H]2CCCc3ccccc32)CCN1
65,Z908578626,O=C1CCN(C(=O)[C@H]2CCCc3ccccc32)CCN1
66,Z921257976,COc1ccc([C@H](C)Nc2ncnc3sccc23)cc1
67,Z921257976,COc1ccc([C@@H](C)Nc2ncnc3sccc23)cc1
68,Z1250708970,O=C(NCC1(O)CCC1)c1cc(=O)c2ccccc2o1
69,Z2447348297,Cc1cccc(C(C)C)c1NC(=O)c1cnc(N)cn1
70,Z432038490,O=C(Nc1cnc2ccccc2c1)[C@H]1CCCC[C@H]1C(=O)[O-]
71,Z432038490,O=C([O-])[C@H]1CCCC[C@@H]1C(=O)Nc1cnc2ccccc2c1
72,Z432038490,O=C([O-])[C@@H]1CCCC[C@H]1C(=O)Nc1cnc2ccccc2c1
73,Z432038490,O=C([O-])[C@H]1CCCC[C@H]1C(=O)Nc1cnc2ccccc2c1
74,Z1444471031,C[C@@H]1OCCN(Cc2nc3sc4c(c3c(=O)[nH]2)CCC4)[C@@H]1C
75,Z1444471031,C[C@@H]1[C@@H](C)OCCN1Cc1nc2sc3c(c2c(=O)[nH]1)CCC3
76,Z1444471031,C[C@@H]1OCCN(Cc2nc3sc4c(c3c(=O)[nH]2)CCC4)[C@H]1C
77,Z1444471031,C[C@H]1OCCN(Cc2nc3sc4c(c3c(=O)[nH]2)CCC4)[C@H]1C
78,Z1154375457,COc1ccc(C(=O)[O-])cc1NS(=O)(=O)CCc1ccccc1
79,Z1984019952,Cn1nncc1C(=O)N1CCN(c2ccc(C(N)=O)cc2)CC1
80,Z1334656264,O=C([C@@H]1CC(=O)N(c2ccccc2)C1)N1CCN(C2CC2)C(=O)C1
81,Z1334656264,O=C([C@H]1CC(=O)N(c2ccccc2)C1)N1CCN(C2CC2)C(=O)C1
82,Z2000545972,O=C(Nc1cc(C2CC2)nn1-c1ccccc1)N[C@H](Cn1ccccc1=O)c1ccccc1
83,Z2000545972,O=C(Nc1cc(C2CC2)nn1-c1ccccc1)N[C@@H](Cn1ccccc1=O)c1ccccc1
84,Z443311050,CN(C)C(=O)N1CCC(C(=O)NCc2cccc3ccccc23)CC1
85,Z2001459505,CCc1cccnc1C(=O)N1CCC[C@H](S(C)(=O)=O)CC1
86,Z2001459505,CCc1cccnc1C(=O)N1CCC[C@@H](S(C)(=O)=O)CC1
87,Z512981932,Cc1ccc(NC(=O)[C@@H]2CCCN(C(=O)C3(c4ccccc4)CCC3)C2)nc1
88,Z512981932,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)C3(c4ccccc4)CCC3)C2)nc1
89,Z432546152,O=C(NCc1cn2ccsc2n1)NC1CCC(O)CC1
90,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@H]([C@@H]3CCOC3)C2)[C@H](C)C1
91,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@H]([C@@H]3CCOC3)C2)[C@H](C)C1
92,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@@H]([C@@H]3CCOC3)C2)[C@H](C)C1
93,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@@H]([C@@H]3CCOC3)C2)[C@H](C)C1
94,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@H]([C@H]3CCOC3)C2)[C@H](C)C1
95,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@H]([C@H]3CCOC3)C2)[C@H](C)C1
96,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@@H]([C@H]3CCOC3)C2)[C@H](C)C1
97,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@@H]([C@H]3CCOC3)C2)[C@H](C)C1
98,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@H]([C@@H]3CCOC3)C2)[C@@H](C)C1
99,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@H]([C@@H]3CCOC3)C2)[C@@H](C)C1
100,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@@H]([C@@H]3CCOC3)C2)[C@@H](C)C1
101,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@@H]([C@@H]3CCOC3)C2)[C@@H](C)C1
102,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@H]([C@H]3CCOC3)C2)[C@@H](C)C1
103,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@H]([C@H]3CCOC3)C2)[C@@H](C)C1
104,Z1503569030,CC(=O)N1CC[C@H](NC(=O)N2CC[C@@H]([C@H]3CCOC3)C2)[C@@H](C)C1
105,Z1503569030,CC(=O)N1CC[C@@H](NC(=O)N2CC[C@@H]([C@H]3CCOC3)C2)[C@@H](C)C1
106,Z356160324,O=c1[nH]c2ccccc2c(=O)n1CC[NH+]1CCc2ccccc2C1
107,Z1996838746,O=C(c1cn2c(n1)CCCC2)N1CCC(c2ccn[nH]2)CC1
108,Z203181148,CC(=O)N(C)CC(=O)N1c2ccccc2NC(=O)C[C@@H]1C
109,Z203181148,CC(=O)N(C)CC(=O)N1c2ccccc2NC(=O)C[C@H]1C
110,Z1504917780,Cn1cc(NC(=O)c2ccnn2C2CCCC2)c(C(F)(F)F)n1
111,Z237704622,COc1ccc([C@@H]2CCCN2C(=O)CCc2nc3ccccc3c(=O)[nH]2)cc1OC
112,Z237704622,COc1ccc([C@H]2CCCN2C(=O)CCc2nc3ccccc3c(=O)[nH]2)cc1OC
113,Z370424556,COc1ccc([C@@H]2CCCN2C(=O)Cn2c(=O)[nH]c3ccccc3c2=O)cc1
114,Z370424556,COc1ccc([C@H]2CCCN2C(=O)Cn2c(=O)[nH]c3ccccc3c2=O)cc1
115,Z1419566139,CN(c1ccccc1)C1CCN(C(=O)[C@@H]2CCNC(=O)C2)CC1
116,Z1419566139,CN(c1ccccc1)C1CCN(C(=O)[C@H]2CCNC(=O)C2)CC1
117,Z1442629164,Cc1cccc(C)c1CCNC(=O)[C@@H]1CCNC(=O)C1
118,Z1442629164,Cc1cccc(C)c1CCNC(=O)[C@H]1CCNC(=O)C1
119,Z1510349229,CC1(C)C[C@H](NC(=O)NCC2(c3ccc(F)cc3)CC2)CCO1
120,Z1510349229,CC1(C)C[C@@H](NC(=O)NCC2(c3ccc(F)cc3)CC2)CCO1
121,Z1019040068,CCc1cccc2c1OCC[C@@H]2NC(=O)N1CCNC(=O)C1
122,Z1019040068,CCc1cccc2c1OCC[C@H]2NC(=O)N1CCNC(=O)C1
123,Z2019044459,COc1ccccc1C1(C(=O)NCc2nccn2-c2ccccc2)CC1
124,Z2020861027,Cc1c(C(=O)NC[C@H](O)c2cccc(Br)c2)cnn1-c1ccc(=O)[nH]n1
125,Z2020861027,Cc1c(C(=O)NC[C@@H](O)c2cccc(Br)c2)cnn1-c1ccc(=O)[nH]n1
126,Z2218091683,CN(C)c1ccc(C2(C(=O)NCc3cccnc3N3CCOCC3)CC2)cc1
127,Z1943349686,C[C@H](NC(=O)c1cnc2n1CCCC2)c1ccc(Cl)cn1
128,Z1943349686,C[C@@H](NC(=O)c1cnc2n1CCCC2)c1ccc(Cl)cn1
129,Z1420721469,O=C1CCCN1CC[C@@H]1CN(C(=O)c2cc[nH]c(=O)c2)c2ccccc21
130,Z1420721469,O=C1CCCN1CC[C@H]1CN(C(=O)c2cc[nH]c(=O)c2)c2ccccc21
131,Z2435117640,Cc1cccn2cc(-c3ccc(NC(=O)[C@@H]4CC45CC[NH2+]CC5)cc3)nc12
132,Z2435117640,Cc1cccn2cc(-c3ccc(NC(=O)[C@H]4CC45CC[NH2+]CC5)cc3)nc12
133,Z2053520063,CCn1c([C@@H]2C[C@H](OC)C[NH+]2Cc2ccnn2C(C)C)n[nH]c1=O
134,Z2053520063,CCn1c([C@H]2C[C@H](OC)C[NH+]2Cc2ccnn2C(C)C)n[nH]c1=O
135,Z2053520063,CCn1c([C@@H]2C[C@@H](OC)C[NH+]2Cc2ccnn2C(C)C)n[nH]c1=O
136,Z2053520063,CCn1c([C@H]2C[C@@H](OC)C[NH+]2Cc2ccnn2C(C)C)n[nH]c1=O
137,Z73293757,O=C(CCN1C(=O)NC2(CCCC2)C1=O)NCCc1ccc2c(c1)OCCO2
138,Z1552620864,Cc1ccc(C(=O)NCC(=O)NCc2ccn(C)n2)cc1
139,Z2058551973,NC(=O)[C@]1(O)CCC[NH+](CC[S@](=O)c2cc(Cl)ccc2Cl)C1
140,Z2058551973,NC(=O)[C@@]1(O)CCC[NH+](CC[S@](=O)c2cc(Cl)ccc2Cl)C1
141,Z2058551973,NC(=O)[C@]1(O)CCC[NH+](CC[S@@](=O)c2cc(Cl)ccc2Cl)C1
142,Z2058551973,NC(=O)[C@@]1(O)CCC[NH+](CC[S@@](=O)c2cc(Cl)ccc2Cl)C1
143,Z2224676390,CCCOc1ccc(C(=O)NS(=O)(=O)c2cnn3c2OCCC3)c(OCCC)c1
144,Z1117179705,COC(=O)[C@@H]1CN(C(=O)NCc2ccnc(N3CC[NH+](C)CC3)c2)CCO1
145,Z1117179705,COC(=O)[C@H]1CN(C(=O)NCc2ccnc(N3CC[NH+](C)CC3)c2)CCO1
146,Z2226571803,Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)NCCc3ccc(=O)[nH]c3)cc12
147,Z1571697295,CC(C)(C(=O)Nc1ccc(C[C@@H]2NC(=O)NC2=O)cc1)c1ccccc1
148,Z1571697295,CC(C)(C(=O)Nc1ccc(C[C@H]2NC(=O)NC2=O)cc1)c1ccccc1
149,Z2076636654,CC[C@H](C)[C@H](NC(C)=O)C(=O)NC1CC(c2ccc(C(F)(F)F)cc2)C1
150,Z2076636654,CC[C@@H](C)[C@H](NC(C)=O)C(=O)NC1CC(c2ccc(C(F)(F)F)cc2)C1
151,Z2076636654,CC[C@H](C)[C@@H](NC(C)=O)C(=O)NC1CC(c2ccc(C(F)(F)F)cc2)C1
152,Z2076636654,CC[C@@H](C)[C@@H](NC(C)=O)C(=O)NC1CC(c2ccc(C(F)(F)F)cc2)C1
153,Z1134154477,CC(C)(C)c1nsc(NC(=O)NCc2cccnc2)n1
154,Z840118946,C[C@H](C[NH2+]CC1(c2ccc3c(c2)OCO3)CCOCC1)c1ccccc1
155,Z840118946,C[C@@H](C[NH2+]CC1(c2ccc3c(c2)OCO3)CCOCC1)c1ccccc1
156,Z1590664630,Cc1nc(C[NH+]2CCN(c3ccc(C(=O)Nc4ccccc4)nn3)CC2)n[nH]1
157,Z335375008,COc1ccc(S(=O)(=O)NC2(c3noc(C)n3)CCCCC2)cc1Br
158,Z2229678992,Cc1nc(NC(=O)C(C)(C)c2cccc(C(F)(F)F)c2)nn1C
159,Z1610887378,CC(C)C[C@@H]1C[C@H](NC(=O)c2c[nH]nc2-c2ccccc2)CCO1
160,Z1610887378,CC(C)C[C@H]1C[C@H](NC(=O)c2c[nH]nc2-c2ccccc2)CCO1
161,Z1610887378,CC(C)C[C@@H]1C[C@@H](NC(=O)c2c[nH]nc2-c2ccccc2)CCO1
162,Z1610887378,CC(C)C[C@H]1C[C@@H](NC(=O)c2c[nH]nc2-c2ccccc2)CCO1
163,Z1615549391,CCc1nc(NS(=O)(=O)c2cc(C)ccc2C)no1
164,Z1623034621,COC(=O)c1coc(S(=O)(=O)N[C@@H]2CCCC[C@@H]2C[NH3+])c1
165,Z1623034621,COC(=O)c1coc(S(=O)(=O)N[C@H]2CCCC[C@@H]2C[NH3+])c1
166,Z1623034621,COC(=O)c1coc(S(=O)(=O)N[C@@H]2CCCC[C@H]2C[NH3+])c1
167,Z1623034621,COC(=O)c1coc(S(=O)(=O)N[C@H]2CCCC[C@H]2C[NH3+])c1
168,Z2123219244,COc1ccc(Cn2ccc(NC(=O)c3cnn(CCF)c3)n2)cc1
169,Z1643502273,COc1cccc2c1CC[NH+](CC(=O)NCC(C)(C)N1CCOCC1)C2
170,Z1653136478,O=S(=O)(c1cccc(F)c1F)N1CC[C@H](Oc2cccc(F)c2)C1
171,Z1653136478,O=S(=O)(c1cccc(F)c1F)N1CC[C@@H](Oc2cccc(F)c2)C1
172,Z1654911328,CN(Cc1ccncc1)C(=O)c1cn[nH]c1-c1ccc2c(c1)OCO2
173,Z2165062631,O=C(C[C@@H]1CCCC(=O)N1)NCc1nnc(C2CC2)n1C1CC1
174,Z2165062631,O=C(C[C@H]1CCCC(=O)N1)NCc1nnc(C2CC2)n1C1CC1
175,Z2169314532,Cc1cccnc1OC1CC[NH+](Cc2nnc(C(C)C)n2C)CC1
176,Z1682711522,CNC(=O)C1(c2nc(-c3ccc(N4CCCC4=O)cc3)no2)CCC1
177,Z1683816654,CC(=O)N1CCN(c2cc(-c3noc(C(C)(C)F)n3)ccn2)CC1
178,Z2178762905,N#Cc1cncc(S(=O)(=O)N(CCC(=O)[O-])C2CCCC2)c1
179,Z2179537786,C[NH+](C[C@H](O)CN1C(=O)C[C@]2(CCc3ccccc32)C1=O)C1CC1
180,Z2179537786,C[NH+](C[C@@H](O)CN1C(=O)C[C@]2(CCc3ccccc32)C1=O)C1CC1
181,Z2179537786,C[NH+](C[C@H](O)CN1C(=O)C[C@@]2(CCc3ccccc32)C1=O)C1CC1
182,Z2179537786,C[NH+](C[C@@H](O)CN1C(=O)C[C@@]2(CCc3ccccc32)C1=O)C1CC1
183,Z1688679792,COc1ccc([C@@H]2CCCN2C(=O)Nc2ccnc(C)n2)cc1
184,Z1688679792,COc1ccc([C@H]2CCCN2C(=O)Nc2ccnc(C)n2)cc1
185,Z1514585484,Cc1nnnn1[C@H](Cc1ccccc1)C(=O)NCc1cccc(N(C)C)n1
186,Z1514585484,Cc1nnnn1[C@@H](Cc1ccccc1)C(=O)NCc1cccc(N(C)C)n1
187,Z1038934538,CC1(C)CCN(C(=O)CCc2nc(-c3ccncc3)no2)CC1
188,Z2219324799,O=C1NCCC[NH+](CCC(=O)N2CCOc3ccccc32)[C@@H]1Cc1ccccc1
189,Z2219324799,O=C1NCCC[NH+](CCC(=O)N2CCOc3ccccc32)[C@H]1Cc1ccccc1
190,Z27743821,CC[NH+]1CCN(C(=O)c2cc3cc(Br)ccc3oc2=O)CC1
191,Z438023452,NC(=O)[C@@H]1CCN(C(=O)c2cc(-c3cccs3)n[nH]2)C1
192,Z438023452,NC(=O)[C@H]1CCN(C(=O)c2cc(-c3cccs3)n[nH]2)C1
193,Z2220060210,CN(C)c1ccc(C2(C(=O)N3CC(n4cncn4)C3)CC2)cc1
194,Z826410738,Cc1cc(CNC(=O)N2CCC[C@@H]2c2ccccc2)no1
195,Z826410738,Cc1cc(CNC(=O)N2CCC[C@H]2c2ccccc2)no1
196,Z749331484,O=C(NC[C@@H]1COCCO1)N1CCN(CC(F)(F)F)CC1
197,Z749331484,O=C(NC[C@H]1COCCO1)N1CCN(CC(F)(F)F)CC1
198,Z1067812618,Cn1ccc(S(=O)(=O)Nc2cccc(C(=O)[O-])c2)n1
199,Z1529248336,O=C(NS(=O)(=O)c1cnccn1)C1CCC(F)(F)CC1
200,Z1529870101,Cc1cc(C)n(Cc2ccc(C(=O)N3CC[C@H](CO)C3)cc2)n1
201,Z1529870101,Cc1cc(C)n(Cc2ccc(C(=O)N3CC[C@@H](CO)C3)cc2)n1
202,Z737665926,Cc1cc(C(=O)Nc2ccc(OC(F)F)c(F)c2)nn1-c1ccccc1
203,Z1578723276,CC[C@H]([NH2+]C[C@H](O)c1ccc(Cl)cc1)c1ccc(OC)cc1
204,Z1578723276,CC[C@@H]([NH2+]C[C@H](O)c1ccc(Cl)cc1)c1ccc(OC)cc1
205,Z1578723276,CC[C@H]([NH2+]C[C@@H](O)c1ccc(Cl)cc1)c1ccc(OC)cc1
206,Z1578723276,CC[C@@H]([NH2+]C[C@@H](O)c1ccc(Cl)cc1)c1ccc(OC)cc1
207,Z1082208132,Cc1oc(C)c(S(N)(=O)=O)c1C(=O)NC[C@H](C(=O)N1CCOCC1)c1ccccc1
208,Z1082208132,Cc1oc(C)c(S(N)(=O)=O)c1C(=O)NC[C@@H](C(=O)N1CCOCC1)c1ccccc1
209,Z1535677860,CC(C)N1CC[NH+](C2CCN(C(=O)[C@H](C)Oc3cccc(F)c3)CC2)CC1
210,Z1535677860,CC(C)N1CC[NH+](C2CCN(C(=O)[C@@H](C)Oc3cccc(F)c3)CC2)CC1
211,Z1537155242,COc1cccc(-c2nc(-c3ccncc3)no2)c1F
212,Z2043614525,C[C@@H]1CC[C@H](C(=O)[O-])N1S(=O)(=O)c1ccc2c(c1)OCO2
213,Z2043614525,C[C@H]1CC[C@H](C(=O)[O-])N1S(=O)(=O)c1ccc2c(c1)OCO2
214,Z2043614525,C[C@@H]1CC[C@@H](C(=O)[O-])N1S(=O)(=O)c1ccc2c(c1)OCO2
215,Z2043614525,C[C@H]1CC[C@@H](C(=O)[O-])N1S(=O)(=O)c1ccc2c(c1)OCO2
216,Z1538379946,O=C(c1cc(Cl)c2c(c1)OCCCO2)N(CC(F)F)CC1CCC1
217,Z57347242,c1ccc(-c2nc(N3CC[NH2+]CC3)nc3ccccc23)cc1
218,Z1551136188,CC[C@H](C)n1ncc(C(=O)Nc2ccnc(OCC[NH+](C)C)c2)c1C1CC1
219,Z1551136188,CC[C@@H](C)n1ncc(C(=O)Nc2ccnc(OCC[NH+](C)C)c2)c1C1CC1
220,Z1552134181,CCCn1ncc(C(=O)NC[C@@H]2CCN(c3ccccc3)C2)c1C1CC1
221,Z1552134181,CCCn1ncc(C(=O)NC[C@H]2CCN(c3ccccc3)C2)c1C1CC1
222,Z1554248393,COc1ccc2c(=O)n(CC(=O)N3CCN(C(=O)C4CC4)CC3)cnc2c1
223,Z1558891036,CCn1cc(S(=O)(=O)N2CCCN(C(=O)C(C)C)CC2)nc1C
224,Z2066039700,CC(C)c1ccc(Cl)c(S(=O)(=O)N(C)[C@H](C)C(=O)[O-])c1
225,Z2066039700,CC(C)c1ccc(Cl)c(S(=O)(=O)N(C)[C@@H](C)C(=O)[O-])c1
226,Z2226011915,CC(=O)NC1CCC([NH2+]Cc2ccc3c(c2)oc(=O)n3C)CC1
227,Z1566508004,O=C(c1ccc(-c2nc(C3CC3)n[nH]2)cc1)N1CCOC[C@@H]1CCO
228,Z1566508004,O=C(c1ccc(-c2nc(C3CC3)n[nH]2)cc1)N1CCOC[C@H]1CCO
229,Z1124252343,Cn1cc(C(=O)NS(=O)(=O)C[C@@H]2CCCCO2)ccc1=O
230,Z1124252343,Cn1cc(C(=O)NS(=O)(=O)C[C@H]2CCCCO2)ccc1=O
231,Z2143916721,CN1CC[C@H]([NH+]2CCC(NC(=O)Cc3coc(-c4ccc(Cl)cc4)n3)CC2)C1=O
232,Z2143916721,CN1CC[C@@H]([NH+]2CCC(NC(=O)Cc3coc(-c4ccc(Cl)cc4)n3)CC2)C1=O
233,Z1126763719,C[S@](=O)c1nncn1Cc1nc(N)c2c3c(sc2n1)CCCC3
234,Z1126763719,C[S@@](=O)c1nncn1Cc1nc(N)c2c3c(sc2n1)CCCC3
235,Z968912532,CN(Cc1ccc(Cl)cc1)C(=O)CCc1nc(-c2nnc[nH]2)no1
236,Z1137747912,O=C(NCCN1CCOCC1)N1CCCO[C@H](c2ccccc2)C1
237,Z1137747912,O=C(NCCN1CCOCC1)N1CCCO[C@@H](c2ccccc2)C1
238,Z2091948198,CS(=O)(=O)c1ccc(N2CCC[C@H](Cn3ccnn3)C2)nc1
239,Z2091948198,CS(=O)(=O)c1ccc(N2CCC[C@@H](Cn3ccnn3)C2)nc1
240,Z2092526300,O=C(c1cnn2ncccc12)N1CCC2(CCC2)CC1
241,Z2092851951,COc1cc(OC)nc(NCc2ccnc(N3CCC[C@H](O)C3)c2)n1
242,Z2092851951,COc1cc(OC)nc(NCc2ccnc(N3CCC[C@@H](O)C3)c2)n1
243,Z963804490,CCS(=O)(=O)N1CCN(c2cc(C)nc(C)n2)CC1
244,Z1601657934,C[C@@H]1CN(c2ncnc3nc[nH]c23)CCN1S(C)(=O)=O
245,Z1601657934,C[C@H]1CN(c2ncnc3nc[nH]c23)CCN1S(C)(=O)=O
246,Z1603610303,CN1[NH+]=C(C(=O)N[C@H](C(=O)[O-])c2ccc(Cl)cc2)CCC1=O
247,Z1603610303,CN1[NH+]=C(C(=O)N[C@@H](C(=O)[O-])c2ccc(Cl)cc2)CCC1=O
248,Z1603686277,Cc1cc(C(=O)Nc2ccc(OCC(=O)[O-])c(Cl)c2)c(C)[nH]1
