,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
2091,Z1435984719,20374,Done,78.37,-9.34251,glide-grid_6eti,,,-9.34251,-0.7,,,,,,,,,,,,,1.0,,,-9.34251,-46.4925,-5.91813,-52.4106,2.42595,-81.1161
2092,Z654949412,14652,Done,112.25,-9.34249,glide-grid_6eti,,,-9.34249,-0.269046,,,,,,,,,,,,,1.0,,,-9.34249,-48.9214,-1.93486,-50.8562,3.43119,-82.6601
2093,Z1656854996,16783,Done,21.13,-9.34241,glide-grid_6eti,,,-9.34241,-0.689894,,,,,,,,,,,,,1.0,,,-9.34241,-41.2299,-4.18622,-45.4161,2.64887,-68.5529
2095,Z2968837761,15960,Done,58.44,-9.34224,glide-grid_6eti,,,-9.34224,-0.30783,,,,,,,,,,,,,1.0,,,-9.34224,-37.5758,-6.055,-43.6308,0.589901,-59.1145
2097,Z927734832,7169,Done,38.42,-9.34132,glide-grid_6eti,,,-9.34132,0.0,,,,,,,,,,,,,1.0,,,-9.34132,-34.1868,-5.12133,-39.3081,3.22053,-49.6639
2100,Z3269089414,16952,Done,49.41,-9.34014,glide-grid_6eti,,,-9.34014,-0.7,,,,,,,,,,,,,1.0,,,-9.34014,-40.9819,-8.69471,-49.6766,3.14155,-75.6844
2101,Z4108736741,4900,Done,38.16,-9.34009,glide-grid_6eti,,,-9.34009,0.0,,,,,,,,,,,,,1.0,,,-9.34009,-41.8326,-2.47085,-44.3034,3.43278,-65.7423
2102,Z2334877935,4181,Done,30.68,-9.3399,glide-grid_6eti,,,-9.3399,-0.96,,,,,,,,,,,,,1.0,,,-9.3399,-34.271,-3.53899,-37.81,3.47381,-54.7522
2104,Z645702236,3836,Done,55.54,-9.33978,glide-grid_6eti,,,-9.33978,0.0,,,,,,,,,,,,,1.0,,,-9.33978,-45.2519,-3.06533,-48.3172,4.3664,-74.2676
2105,Z1919546093,20052,Done,22.39,-9.33948,glide-grid_6eti,,,-9.33948,-0.7,,,,,,,,,,,,,1.0,,,-9.33948,-42.0407,-2.51143,-44.5521,0.332136,-63.9189
2109,Z2031836927,4389,Done,30.37,-9.33828,glide-grid_6eti,,,-9.33828,0.0,,,,,,,,,,,,,1.0,,,-9.33828,-42.0776,-3.37302,-45.4506,3.38501,-69.1833
2111,Z2625374860,1512,Done,45.43,-9.33753,glide-grid_6eti,,,-9.33753,0.0,,,,,,,,,,,,,1.0,,,-9.33753,-38.4571,-1.88637,-40.3435,2.22772,-61.2258
2112,Z2217324243,8235,Done,37.91,-9.33733,glide-grid_6eti,,,-9.33733,0.0,,,,,,,,,,,,,1.0,,,-9.33733,-37.6981,-4.46148,-42.1596,1.22876,-61.9245
2113,Z1618523884,762,Done,50.14,-9.33654,glide-grid_6eti,,,-9.33654,-0.57894,,,,,,,,,,,,,1.0,,,-9.33654,-39.1561,-2.99138,-42.1474,0.0,-65.301
2114,Z1868668697,16423,Done,65.64,-9.33602,glide-grid_6eti,,,-9.33602,0.0,,,,,,,,,,,,,1.0,,,-9.33602,-45.6438,-1.54098,-47.1848,1.37274,-70.0106
2116,Z3052750632,6147,Done,57.73,-9.3354,glide-grid_6eti,,,-9.3354,0.0,,,,,,,,,,,,,1.0,,,-9.3354,-45.7588,-1.46498,-47.2238,2.97841,-70.888
2117,Z2218833764,11857,Done,60.52,-9.3349,glide-grid_6eti,,,-9.3349,0.0,,,,,,,,,,,,,1.0,,,-9.3349,-37.6014,0.00692626,-37.5945,3.18575,-57.4568
2118,Z2003050888,14094,Done,97.03,-9.33452,glide-grid_6eti,,,-9.33452,0.0,,,,,,,,,,,,,1.0,,,-9.33452,-36.0137,-4.64949,-40.6632,4.43635,-68.2643
2120,Z2964426581,4093,Done,155.1,-9.33412,glide-grid_6eti,,,-9.33412,0.0,,,,,,,,,,,,,1.0,,,-9.33412,-46.1936,-0.735664,-46.9293,3.29945,-70.582
2122,Z2098655649,7954,Done,66.33,-9.33366,glide-grid_6eti,,,-9.33366,0.0,,,,,,,,,,,,,1.0,,,-9.33366,-45.4827,-1.0364,-46.5191,35.6397,-51.5722
2123,Z810402150,12401,Done,106.1,-9.33317,glide-grid_6eti,,,-9.33317,0.0,,,,,,,,,,,,,1.0,,,-9.33317,-42.9982,-2.60803,-45.6062,2.5575,-66.6126
2124,Z2218232544,10326,Done,68.06,-9.33316,glide-grid_6eti,,,-9.33316,0.0,,,,,,,,,,,,,1.0,,,-9.33316,-48.4806,0.0169825,-48.4636,1.19654,-77.2395
2126,Z1375250083,3433,Done,92.45,-9.33224,glide-grid_6eti,,,-9.33224,-0.7,,,,,,,,,,,,,1.0,,,-9.33224,-45.9032,-6.23975,-52.143,0.0900433,-80.67
2127,Z2017203686,1249,Done,31.18,-9.33194,glide-grid_6eti,,,-9.33194,0.0,,,,,,,,,,,,,1.0,,,-9.33194,-45.0913,0.19494,-44.8964,4.95388,-63.0746
2128,Z3687037499,18984,Done,54.01,-9.33178,glide-grid_6eti,,,-9.33178,-0.34391,,,,,,,,,,,,,1.0,,,-9.33178,-46.9852,-1.00798,-47.9931,4.49723,-72.1625
2129,Z295542430,18663,Done,88.18,-9.33163,glide-grid_6eti,,,-9.33163,-0.376752,,,,,,,,,,,,,1.0,,,-9.33163,-45.3741,-5.33166,-50.7058,3.8427,-77.8708
