replicate,rank,top-100 model,top-100 acquired
1,0,0.07,0.02
1,1,0.1,0.03
1,2,0.15,0.08
1,3,0.24,0.14
1,4,0.27,0.2
1,5,0.3,0.22
2,0,0.09,0.02
2,1,0.23,0.05
2,2,0.1,0.09
2,3,0.28,0.09
2,4,0.24,0.16
2,5,0.31,0.18
3,0,0.03,0.0
3,1,0.13,0.01
3,2,0.15,0.01
3,3,0.18,0.07
3,4,0.2,0.12
3,5,0.31,0.15
4,0,0.06,0.0
4,1,0.08,0.03
4,2,0.1,0.04
4,3,0.19,0.06
4,4,0.23,0.12
4,5,0.23,0.16
5,0,0.11,0.03
5,1,0.23,0.06
5,2,0.23,0.13
5,3,0.23,0.18
5,4,0.29,0.2
5,5,0.28,0.24
